0.09375,0.08982,0.0861379,0.0826648,0.0793871,0.0763173,0.0734877,0.0707324,0.0681029,0.0656358,0.0633515,0.0611045,0.0590931,0.0570963,0.0551529,0.0534097,0.0516974,0.0500869,0.0485054,0.0470341,0.0455436,0.0444266,0.0430094,0.0417269,0.0406097,0.0394475,0.0382779,0.0371788,0.036241,0.0352504,0.034324,0.0336125,0.0325248,0.032139,0.0313673,0.0302521,0.0299078,0.028251,0.0277935,0.0278103,0.0266301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
