0,-0.0965604,-0.19141,-0.282048,-0.36747,-0.446502,-0.51881,-0.584157,-0.641347,-0.691953,-0.736964,-0.77706,-0.818436,-0.8472,-0.847073,-3.07978,-16.1396,61.809,-525.29,1490.33,3.28814e+06,1.25144e+07,1.39211e+10,2.86417e+08,-3.57586e+12,-1.36383e+10,-6.85821e+10,1.23079e+16,-1.18056e+14,-1.58671e+17,-1.84644e+16
-0.432393,-0.429207,-0.419095,-0.403122,-0.382383,-0.35807,-0.330455,-0.301983,-0.273296,-0.244755,-0.218816,-0.190198,-0.169211,-0.16862,-0.10225,-0.326696,2.17324,-86.2439,-571.87,-9933.88,725008,1.76889e+06,1.9778e+07,1.05089e+08,-5.679e+12,-1.03806e+10,-1.99278e+11,-1.52597e+16,8.83585e+13,1.86293e+17,1.15727e+16
