0.0519481,0.0502684,0.0486747,0.0471673,0.045731,0.0443137,0.0430199,0.0417424,0.0405605,0.0393938,0.0383145,0.0372108,0.0361781,0.0352622,0.0343103,0.0334121,0.0325332,0.031768,0.0309331,0.0301324,0.0294318,0.028732,0.0279945,0.0273736,0.0267225,0.0261116,0.0255162,0.024967,0.0243541,0.0238204,0.0233497,0.0229648,0.0222424,0.0220082,0.0214056,0.0209919,0.020399,0.0201627,0.0198082,0.0197336,0.0184966,0.0181842,0.0185317,0.0175476,0.0177139,0.0166284,0.0197767,0.0157202,0.0185863,0.017461,0.0174337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
