-0.000537672,-0.00236004,-0.0356152,906.669,3393.22,-4.24613e+08
0.00137672,0.206318,8.45332,90812.9,-1.06847e+11,-1.07773e+23
0.028625,-3.47155,-121841,5.31705e+11,-6.53489e+21,-2.60276e+42
1.06456,43160.5,-4.29921e+12,-8.54973e+25,1.17648e+41,-1.68353e+66
-47792,3.57905e+07,-5.98692e+20,1.90514e+41,3.4339e+61,-2.60801e+85
-3.43353e+09,-1.71581e+21,3.11106e+39,7.89218e+58,4.66932e+87,-9.72095e+124
