0.235702,0.230272,0.225093,0.220121,0.215375,0.210864,0.206477,0.202288,0.198333,0.194507,0.190738,0.187129,0.183744,0.18041,0.177221,0.174162,0.171152,0.168341,0.165496,0.162826,0.160181,0.157676,0.155242,0.152822,0.150488,0.148289,0.146185,0.144153,0.14193,0.139978,0.138173,0.136162,0.134387,0.132493,0.130664,0.129167,0.127542,0.126249,0.124402,0.123055,0.121517,0.119601,0.118599,0.116879,0.114681,0.114294,0.114386,0.112825,0.105456,0.108082,0.116123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
