0.666667,0.607972,0.556777,0.511722,0.471913,0.436606,0.405149,0.377035,0.351739,0.328546,0.308097,0.289561,0.272367,0.255815,0.242407,0.229273,0.216218,0.205737,0.194938,0.185895,0.076612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
