0.0416667,0.0403163,0.0390217,0.0377918,0.0366335,0.0355141,0.0344376,0.0334099,0.032449,0.0314927,0.0306153,0.0297544,0.0289383,0.0281261,0.027392,0.0266748,0.0259974,0.0253012,0.0246382,0.0240758,0.0234248,0.022853,0.022308,0.0217783,0.0212142,0.0208121,0.0203774,0.0198823,0.0193437,0.0189324,0.0185382,0.0181378,0.0177314,0.0172982,0.016957,0.0165533,0.0162854,0.0158801,0.015628,0.0152902,0.0151097
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
